	C_S27	C_S28	C_S31	C_S43	C_S48	E_S36	E_S41	E_S42	E_S49	E_S50	N_S29	N_S30	N_S37	N_S38	N_S46
ENSG00000250868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290840	0	0	0	0	0	0	0	14	0	0	2	0	0	1	0
ENSG00000227289	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ENSG00000290841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290852	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000241859	0	8	0	0	0	6	0	1	0	13	1	2	0	2	4
ENSG00000290853	0	6	4	1	2	9	4	5	36	26	15	6	0	0	4
ENSG00000223637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000291016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278212	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000291032	27	19	45	19	19	7	7	28	3	36	6	13	7	8	3
ENSG00000131002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000291033	1	392	380	74	188	181	419	288	286	180	145	369	125	350	96
ENSG00000206159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000291034	0	11	0	5	4	2	2	22	21	11	1	10	12	7	5
ENSG00000232235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238154	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000232924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197038	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000275310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233803	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ENSG00000228383	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000286120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237802	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0
ENSG00000286173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000293249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000293280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239893	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000293305	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
ENSG00000225560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000293442	0	52	40	3	42	53	61	60	115	101	43	61	8	80	26
ENSG00000228786	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000290725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290726	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000291031	0	5	3	0	0	6	9	24	15	5	2	1	2	1	1
ENSG00000215580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000293362	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000290330	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSG00000225516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290373	0	0	0	0	2	0	4	5	0	1	1	0	0	0	0
ENSG00000274196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290607	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000230066	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000270073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290332	0	1	0	0	1	0	4	8	4	2	2	0	0	0	0
ENSG00000234803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187657	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237447	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290448	0	0	0	0	1	0	1	8	0	1	2	0	0	1	0
ENSG00000234830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238235	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000275352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129816	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212856	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215270	1	3	3	0	0	2	6	8	0	6	1	2	0	4	1
ENSG00000198445	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000279442	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000253460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189295	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ENSG00000220248	1	0	0	0	1	0	4	0	0	0	0	0	1	0	0
ENSG00000233995	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000240122	2	1	3	0	2	1	9	1	6	0	4	3	1	1	3
ENSG00000235969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236235	0	0	0	0	0	0	0	6	0	0	0	0	2	1	0
ENSG00000230481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000283633	15	6	10	4	2	1	0	1	3	3	0	2	0	15	1
ENSG00000225293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249288	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000229658	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000272872	0	0	1	0	0	0	4	2	2	3	0	1	0	0	0
ENSG00000237358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000235343	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000288262	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000226474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259271	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSG00000184624	0	1	0	0	0	0	0	0	1	0	0	0	0	4	0
ENSG00000234381	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000229286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237689	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
ENSG00000283023	3	5	6	3	0	7	2	2	6	4	0	3	6	6	4
ENSG00000254264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273362	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000267338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280341	0	0	0	0	0	0	1	4	0	1	0	0	0	0	0
ENSG00000253691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249263	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
ENSG00000234121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227367	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000271672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230471	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225480	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000226160	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0
ENSG00000228122	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
ENSG00000224435	0	0	0	0	1	0	2	0	0	0	0	0	4	0	0
ENSG00000237835	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000273244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279973	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000233866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287285	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000253481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275772	0	0	7	0	0	1	1	0	0	1	0	0	0	0	0
ENSG00000099917	234	535	276	151	139	180	396	127	499	351	243	416	115	312	172
ENSG00000283047	0	5	0	1	3	1	2	0	2	4	0	2	0	3	1
ENSG00000241717	0	1	0	0	0	1	1	0	0	3	0	0	1	0	1
ENSG00000211667	0	0	1	0	3	1	4	15	3	3	3	0	0	0	0
ENSG00000211668	181	106	12	17	16	10	10	95	303	53	128	83	12	16	60
ENSG00000288024	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ENSG00000280025	1	0	0	2	3	1	6	8	6	0	4	0	0	1	0
ENSG00000279848	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000287034	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ENSG00000231392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276400	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
ENSG00000236858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232530	0	0	0	0	2	0	5	24	1	0	0	0	4	1	0
ENSG00000280356	0	0	1	0	2	0	5	28	3	5	1	0	7	1	1
ENSG00000227880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226573	5	0	0	0	0	0	0	3	1	3	0	0	0	0	0
ENSG00000231933	0	0	0	2	2	1	7	8	2	3	0	0	0	3	0
ENSG00000214526	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0
ENSG00000223704	2	2	7	0	4	6	12	20	9	7	2	10	1	7	9
ENSG00000099985	1	7	42	65	3	7	12	7	10	18	4	2	1	11	18
ENSG00000235271	2	0	1	0	0	1	9	17	6	3	1	0	0	3	0
ENSG00000235786	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1
ENSG00000238195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231405	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000234891	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000176635	58	15	68	7	2	3	8	15	5	0	5	7	22	37	6
ENSG00000100365	65	94	168	179	69	33	124	88	201	120	85	71	39	26	65
ENSG00000235485	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000244625	13	21	15	11	25	18	54	43	94	33	19	33	30	35	10
ENSG00000224027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100346	2	2	11	1	3	1	5	23	38	17	8	4	2	11	8
ENSG00000225971	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000279159	47	56	78	31	49	15	86	144	89	44	33	78	25	183	21
ENSG00000224404	0	0	0	0	0	0	4	11	7	0	0	0	0	0	0
ENSG00000232464	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
ENSG00000279440	2	0	3	0	0	0	3	12	0	0	0	0	0	0	0
ENSG00000227117	111	39	143	47	0	15	13	9	9	3	5	16	2	9	7
ENSG00000279699	0	0	7	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000175329	1	0	0	0	1	0	3	0	0	5	0	0	4	1	0
ENSG00000234979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206195	0	2	7	1	4	9	16	51	15	17	6	8	0	0	2
ENSG00000268812	0	4	2	0	2	2	41	0	7	4	6	1	0	1	2
ENSG00000176177	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0
ENSG00000128342	2	55	84	18	25	59	202	32	130	88	53	31	1	22	82
ENSG00000100307	231	426	209	68	203	193	150	196	370	496	194	603	130	284	179
ENSG00000100344	398	1085	438	179	212	144	95	145	264	197	212	588	255	510	171
ENSG00000286801	0	0	0	0	2	0	2	1	4	0	1	0	0	0	0
ENSG00000232050	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000186976	5	10	12	0	6	12	25	15	22	13	7	11	6	11	8
ENSG00000236867	0	0	0	0	0	0	0	0	2	1	3	1	0	3	0
ENSG00000054611	253	437	289	201	189	175	395	231	566	395	260	424	188	187	208
ENSG00000183822	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000232897	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
ENSG00000280199	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000235154	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000100426	168	256	107	81	73	80	149	60	106	122	85	198	62	130	46
ENSG00000227201	2	6	1	0	0	0	5	0	3	0	0	2	0	4	2
ENSG00000233179	0	0	0	0	0	0	1	2	2	0	0	0	0	2	0
ENSG00000224715	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000100316	24467	22830	27345	12238	12117	9937	16038	15250	38720	28586	19809	21951	8493	13303	15289
ENSG00000278881	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0
ENSG00000234884	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0
ENSG00000075218	2	227	1	2	8	3	19	3	13	4	4	1	1	0	7
ENSG00000214727	1	0	0	0	0	0	1	9	0	2	0	0	0	0	0
ENSG00000228807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236052	0	0	0	0	0	1	4	7	2	2	0	0	0	1	5
ENSG00000288540	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0
ENSG00000226024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279494	0	1	0	0	0	1	3	2	0	1	3	2	0	0	1
ENSG00000273192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100347	825	1006	647	454	278	245	628	258	781	589	470	714	396	191	352
ENSG00000075234	2925	2323	5105	1995	1479	1117	1579	1716	3418	2093	1859	4524	1480	1373	2133
ENSG00000237316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000279182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236117	6	732	1	1	0	6	8	7	26	33	16	9	4	0	18
ENSG00000100106	424	1119	308	383	412	404	977	451	858	683	572	846	197	281	367
ENSG00000260613	0	0	1	0	0	0	3	15	1	0	0	0	0	0	1
ENSG00000205634	0	0	1	0	0	2	1	6	0	1	0	0	0	0	0
ENSG00000286393	0	0	1	1	1	1	2	1	4	0	1	5	0	0	2
ENSG00000285722	3	0	3	3	0	1	4	1	4	2	2	3	3	0	0
ENSG00000213279	0	0	0	2	0	0	4	0	3	0	0	2	0	0	1
ENSG00000287225	0	0	0	0	0	0	4	1	0	0	0	1	0	0	2
ENSG00000235647	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000205632	4	1	7	0	11	0	0	2	0	2	0	0	0	0	2
ENSG00000198355	554	1733	1152	497	799	371	1186	807	911	757	793	776	995	1284	598
ENSG00000277232	0	0	3	2	0	1	2	0	1	5	0	2	0	2	1
ENSG00000205593	22	56	26	13	31	33	63	34	120	77	45	28	10	16	26
ENSG00000279345	0	3	2	0	4	0	5	7	6	5	1	2	0	4	0
ENSG00000280312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279597	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0
ENSG00000279712	0	0	0	2	0	1	0	3	0	1	0	0	0	0	0
ENSG00000225676	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0
ENSG00000279833	1	12	6	1	5	18	8	22	3	5	6	26	0	5	7
ENSG00000280224	1	0	0	0	0	0	0	5	5	0	0	0	0	0	0
ENSG00000100422	528	1066	330	207	246	264	430	321	640	496	336	745	258	447	190
ENSG00000100239	1009	1561	855	497	689	534	813	546	996	885	999	1691	597	602	675
ENSG00000238192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188636	137	238	116	61	69	95	150	74	100	105	132	179	53	104	60
ENSG00000280424	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
ENSG00000226954	1	1	1	2	0	0	0	17	0	0	0	0	2	0	0
ENSG00000229409	0	0	1	0	1	0	2	0	1	0	0	0	0	0	1
ENSG00000100362	20	4	13	4	11	1	4	10	5	3	3	9	6	7	10
ENSG00000182858	213	169	90	124	122	67	146	88	135	120	187	221	99	57	70
ENSG00000100321	41	141	70	30	53	64	62	86	200	207	103	115	13	46	49
ENSG00000279642	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0
ENSG00000286381	2	0	0	0	0	0	1	7	7	6	0	4	0	0	0
ENSG00000100311	131	110	65	81	45	47	115	67	121	202	94	115	66	68	64
ENSG00000186732	296	652	195	62	148	122	125	171	215	171	289	147	60	271	162
ENSG00000224856	3	6	3	2	3	1	3	2	2	3	5	5	2	2	2
ENSG00000233574	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000278890	0	0	0	0	1	0	1	4	2	0	1	0	0	1	0
ENSG00000235111	0	1	0	0	0	0	3	1	3	5	0	0	0	0	0
ENSG00000285623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280216	0	2	1	0	1	1	3	2	3	4	2	5	0	6	0
ENSG00000226741	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000130943	1	8	0	0	1	1	3	3	1	0	1	4	0	0	0
ENSG00000229275	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0
ENSG00000236611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100124	118	241	161	91	167	58	193	107	269	204	97	193	76	100	88
ENSG00000227009	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
ENSG00000100300	261	1069	935	518	325	292	1205	312	1018	609	750	494	377	155	426
ENSG00000226142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212939	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000236079	0	0	0	0	0	0	1	3	1	1	0	0	0	0	0
ENSG00000237387	0	0	0	0	0	0	0	5	3	1	2	0	0	0	0
ENSG00000280445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279914	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000231369	39	37	73	14	47	15	83	64	79	53	107	38	69	12	49
ENSG00000253590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224003	0	2	0	0	3	0	2	0	12	1	1	3	0	0	1
ENSG00000273145	6	7	3	3	2	9	9	6	3	11	8	4	6	4	7
ENSG00000224794	0	0	0	0	0	1	6	13	1	0	0	0	3	1	0
ENSG00000231711	9	20	20	2	11	26	47	53	49	33	16	35	15	14	11
ENSG00000223843	2	1	0	4	4	0	3	20	5	0	0	0	0	0	0
ENSG00000138944	5	2	2	1	4	12	7	7	18	23	7	11	0	2	2
ENSG00000203527	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1
ENSG00000232655	0	0	0	0	2	0	2	1	0	0	3	0	0	0	0
ENSG00000183579	87	166	182	68	89	73	106	57	68	69	85	248	80	92	83
ENSG00000220702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285855	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ENSG00000280080	0	0	0	0	2	0	3	1	4	0	0	0	0	5	0
ENSG00000285707	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278960	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSG00000276138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222585	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000200443	0	0	0	0	0	0	2	8	1	0	0	0	0	0	0
ENSG00000223056	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0
ENSG00000201209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199797	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0
ENSG00000276162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000209482	0	5	2	0	2	0	1	1	0	0	2	2	3	2	0
ENSG00000276753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000209480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230120	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000275656	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000254127	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000242082	8	11	6	0	0	1	0	5	1	1	0	4	2	0	0
ENSG00000214076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273325	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0
ENSG00000234626	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1
ENSG00000128276	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000271093	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0
ENSG00000205853	3	2	4	0	3	2	7	26	6	1	5	1	1	3	5
ENSG00000274617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230736	1	2	2	1	0	0	1	3	1	1	0	5	0	0	0
ENSG00000243519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241954	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000232218	1	3	1	1	0	0	1	0	1	0	2	1	0	0	0
ENSG00000100220	1524	2115	1524	944	941	426	1490	982	1230	953	1127	1041	1118	336	558
ENSG00000128245	598	1896	912	457	509	318	1076	311	810	761	430	554	254	361	289
ENSG00000227519	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000240647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128254	4	1	2	0	1	1	4	18	3	3	3	3	1	2	0
